NAME,COUNTRY,DAY,MONTH,YEAR,ROUTE,NAME OF THE TEAM,LEADER
DAVID JOHN PIERCE JONES,UK,30,5,2003,S E RIDGE,"""",""""
ANG PASANG SHERPA,NEPAL,30,5,2003,S E RIDGE,"""",""""
ANG CHHIRING SHERPA,NEPAL,30,5,2003,S E RIDGE,"""",""""
MINGMA CHHIRING SHERPA,NEPAL,30,5,2003,S E RIDGE,"""",""""
DORJE LAMA,NEPAL,30,5,2003,S E RIDGE,"""",""""
ROBERT MADS ANDERSON,USA,26,5,2003,S E RIDGE,"2003 JAGGED GLOBE
EVEREST EXP.","Robert Mads
Anderson"
FREDRICK HAROLD ZIEL,USA,26,5,2003,S E RIDGE,"""",""""
DAVID WILLIAM HAMILTON,UK,26,5,2003,S E RIDGE,"""",""""
SIBUSISO EMMANUEL VILANE,SWAZILAND,26,5,2003,S E RIDGE,"""",""""
RODRIGO PONCE LIMON,MEXICO,26,5,2003,S E RIDGE,"""",""""
ALEJANDRO M.  GARIBAY,MEXICO,26,5,2003,S E RIDGE,"""",""""
THUNDU SHERPA,NEPAL,26,5,2003,S E RIDGE,"""",""""
PASANG TENZING SHERPA,NEPAL,26,5,2003,S E RIDGE,"""",""""
DAWA TENZING SHERPA,NEPAL,26,5,2003,S E RIDGE,"""",""""
NIMA TENZI SHERPA,NEPAL,26,5,2003,S E RIDGE,"""",""""
PEMA TSERING SHERPA,NEPAL,26,5,2003,S E RIDGE,"""",""""
VERNON EDWARD,USA,30,5,2003,S E RIDGE,"2003 AAI MT.EVEREST
EXP.","Vernon
Edward Tejas"
LUIS G. BENITAZ,USA,30,5,2003,S E RIDGE,"""",""""
JAMES PATRICK CLARKE,USA,30,5,2003,S E RIDGE,"""",""""
MATTHEW HOLT,UK,30,5,2003,S E RIDGE,"""",""""
PAUL OBERT,USA,30,5,2003,S E RIDGE,“,“
JEAN MICHEAL VALETTE,USA,30,5,2003,S E RIDGE,"""",""""
BRUNO RODI,CANADA,30,5,2003,S E RIDGE,"""",""""
LAKPA RITA SHERPA,NEPAL,30,5,2003,S E RIDGE,"""",""""
KAMI RITA (THOPKEE) SHERPA,NEPAL,30,5,2003,S E RIDGE,"""",""""
MINGMA TSHERING SHERPA,NEPAL,30,5,2003,S E RIDGE,"""",""""
KAMI RITA SHERPA,NEPAL,30,5,2003,S E RIDGE,"""",""""
TSHERRI SHERPA,NEPAL,30,5,2003,S E RIDGE,"""",""""
TSHERING DORJEE SHERPA,NEPAL,30,5,2003,S E RIDGE,"""",""""
PEMBA TENZING SHERPA,NEPAL,30,5,2003,S E RIDGE,"""",""""
SEAN BURCH,USA,22,5,2003,S E RIDGE,"DREAM EVEREST
2003EXP",Robert Huygh
CHARLES WITTMACK,USA,22,5,2003,S E RIDGE,"""",""""
NIMA GYALZEN SHERPA,NEPAL,22,5,2003,S E RIDGE,"""",""""
MINGMA NURU SHERPA,NEPAL,22,5,2003,S E RIDGE,"""",""""
PASANG THARKE SHERPA,NEPAL,22,5,2003,S E RIDGE,"""",""""
PASANG TEMBA SHERPA,NEPAL,22,5,2003,S E RIDGE,"""",""""
PEMBA DORJE SHERPA,NEPAL,23,5,2003,S E RIDGE,"""",""""
DA TSHIRI SHERPA,NEPAL,23,5,2003,S E RIDGE,"""",""""
ROBERT  HOFFMAN,USA,26,5,2003,"SOUTH EAST
RIDGE","EVEREST 2003
AMERICAN
COMMEMORATIVE EXP",Robert H. Hoffman
THOMAS C. BURCH,USA,26,5,2003,"SOUTH EAST
RIDGE","""",""""
BRIAN DAY O'CONNER,USA,26,5,2003,"SOUTH EAST
RIDGE","""",""""
MARIA MAKI-VADASZ,USA,26,5,2003,"SOUTH EAST
RIDGE","""",""""
APPA SHERPA,NEPAL,26,5,2003,"SOUTH EAST
RIDGE","""",""""
ARITA SHERPA,NEPAL,26,5,2003,"SOUTH EAST
RIDGE","""",""""
ANG PASANG SHERPA,NEPAL,26,5,2003,"SOUTH EAST
RIDGE","""",""""
DA JANGBU SHERPA,NEPAL,26,5,2003,"SOUTH EAST
RIDGE","""",""""
LHAKPA CHHIRI SHERPA,NEPAL,26,5,2003,"SOUTH EAST
RIDGE","""",""""
PEMBA NURBU SHERPA,NEPAL,26,5,2003,"SOUTH EAST
RIDGE","""",""""
CHHULDIN NURU SHERPA,NEPAL,26,5,2003,"SOUTH EAST
RIDGE","""",""""
MS. ALEXIA ZUBERER,FRANCE,22,5,2003,"SOUTH EAST
RIDGE",EVEREST 2003 EXPD.,Bernard De launoit
SEBASTIEN FIGLIONI,FRANCE,22,5,2003,"SOUTH EAST
RIDGE","""",""""
FRANCOIS,FRANCE,22,5,2003,"SOUTH EAST
RIDGE","""",""""
ANG NORBU SHERPA,NEPAL,22,5,2003,"SOUTH EAST
RIDGE","""",""""
THILE NORBU SHERPA,NEPAL,22,5,2003,"SOUTH EAST
RIDGE","""",""""
MINGMA WANGDI SHERPA,NEPAL,22,5,2003,"SOUTH EAST
RIDGE","""",""""
NAWANG ROBSANG SHERPA,NEPAL,22,5,2003,"SOUTH E.
RIDGE","""",""""
PEMBA DORJEE SHERPA,NEPAL,22,5,2003,"SOUTH E.
RIDGE",EVEREST 50 EXP. 2003,"Jean Christophe
Vanwaes"
LAKPA NURU SHERPA,NEPAL,23,5,2003,"SOUTH E.
RIDGE","""","Jean Michel
Asselin"
THILEN SHERPA,NEPAL,21,5,2003,"SOUTH E.
RIDGE","""","Jean Christophe
Vanwaes"
NIMA DORCHEE SHERPA,NEPAL,21,5,2003,"SOUTH E.
RIDGE","""",""""
SERGIO MINGOTE MOREUO,SPAIN,22,5,2003,"SOUTH E.
RIDGE","""",""""
PATRICK BERHAULT,FRANCE,23,5,2003,"SOUTH E.
RIDGE","""","Jean Michel
Asselin"
NICOLAS MUGNIER,FRANCE,23,5,2003,"SOUTH E.
RIDGE","""",""""
ERIC LOIZEAU,FRANCE,23,5,2003,"SOUTH E.
RIDGE","""",""""
NAWANG KARSANG SHERPA,NEPAL,23,5,2003,"SOUTH E.
RIDGE","""",""""
PEMBA NURU SHERPA,NEPAL,22,5,2003,"SOUTH E.
RIDGE","""","Jean Christophe
Vanwaes"
ROBERT CASSERLEY,UK,22,5,2003,"SOUTH E.
RIDGE",HG EVEREST EXP 2003,Henry B.Todd
PASANG NURU SHERPA,NEPAL,22,5,2003,"SOUTH E.
RIDGE","""",""""
PASANG DAWA SHERPA,NEPAL,22,5,2003,"SOUTH E.
RIDGE","""",""""
GIRMI DORJEE SHERPA,NEPAL,22,5,2003,"SOUTH E.
RIDGE","""",""""
LAKPA SHERPA,NEPAL,22,5,2003,"SOUTH E.
RIDGE","""",""""
CHHULDIM SHERPA,NEPAL,22,5,2003,"SOUTH E.
RIDGE","""",""""
PHUTASI SHERPA,NEPAL,22,5,2003,"SOUTH E.
RIDGE","""",""""
PASANG TENZING SHERPA,NEPAL,22,5,2003,"SOUTH E.
RIDGE","""",""""
CHARLES SCOTT WOOLUMS,USA,22,5,2003,"SOUTH E.
RIDGE","IRISH EVEREST EXPD.
2003",Patrick Falvey
CLIFFORD DARGONNE,UK,22,5,2003,"SOUTH E.
RIDGE","""",""""
MINNGAR CHIRRI SHERPA,NEPAL,22,5,2003,"SOUTH E.
RIDGE","""",""""
JANGBU SHERPA,NEPAL,22,5,2003,"SOUTH E.
RIDGE","""",""""
MICHAEL MURPHY,IRELAND,22,5,2003,"SOUTH E.
RIDGE","""",""""
GERARD MCDONNELL,IRELAND,22,5,2003,"SOUTH E.
RIDGE","""",""""
PEMBA GYALJE SHERPA,NEPAL,22,5,2003,"SOUTH E.
RIDGE","""",""""
PEMBA RINJEE SHERPA,NEPAL,22,5,2003,"SOUTH E.
RIDGE","""",""""
MS. MANUELA DI CENTA,ITALY,23,5,2003,"SOUTH E.
RIDGE","ITALY EVEREST SPEED
EXP.2003",Manuel Massimo
DORJEE SHERPA,NEPAL,22,5,2003,"SOUTH E.
RIDGE","""",""""
CAPTAIN SUNIL SINGH RATHOUR,NEPAL,22,5,2003,"SOUTH E.
RIDGE","JOINT INDO-NEPAL ARMY
EVEREST MASSIF EXP.","Lt.Col.Surya Sen
Thakuri &
Lt.Col.Ashok Abbey"
SUB.HARI BDR BASNET,NEPAL,22,5,2003,"SOUTH E.
RIDGE","""",""""
SGT.LOK BDR MAGAR,NEPAL,22,5,2003,"SOUTH E.
RIDGE","""",""""
NAYAK DUTTA BDR BUDHA,NEPAL,22,5,2003,"SOUTH E.
RIDGE","""",""""
MAJ.SAURAV SINGH SHEKHAWAT,INDIA,22,5,2003,"SOUTH E.
RIDGE","""",""""
SUB.CHHIRING ANCHOK,INDIA,22,5,2003,"SOUTH E.
RIDGE","""",""""
HAV.JAGAT SINGH NEGI,INDIA,22,5,2003,"SOUTH E.
RIDGE","""",""""
PASANG RINZI SHERPA,NEPAL,22,5,2003,"SOUTH E.
RIDGE","""",""""
PEMBA CHHIRING SHERPA,NEPAL,22,5,2003,"SOUTH E.
RIDGE","""",""""
PASANG RITA SHERPA,NEPAL,22,5,2003,"SOUTH E.
RIDGE","""",""""
PEMBA RINZI SHERPA,NEPAL,22,5,2003,"SOUTH E.
RIDGE","""",""""
LHAKPA SHERPA,NEPAL,22,5,2003,"SOUTH EAST
RIDGE","""",""""
PEMBA GYALZEN SHERPA,NEPAL,22,5,2003,"SOUTH EAST
RIDGE","""",""""
NIMA SHERPA,NEPAL,22,5,2003,"SOUTH EAST
RIDGE",“,“
SGT MAJ BHIM BDR GURUNG,NEPAL,22,5,2003,"SOUTH EAST
RIDGE","""",""""
SGT DEVENDRA BDR TAMANG,NEPAL,26,5,2003,"SOUTH EAST
RIDGE","""",""""
SGT TENZING SHERPA,NEPAL,22,5,2003,"SOUTH EAST
RIDGE","""",""""
CPL.KRISHNA JUNG HAMALL THAKURI,NEPAL,22,5,2003,"SOUTH EAST
RIDGE","""",""""
CPL SHREE BDR TAMANG,NEPAL,26,5,2003,"SOUTH EAST
RIDGE","""",""""
GUNNER KUL BDR ALE MAGAR,NEPAL,22,5,2003,"SOUTH EAST
RIDGE","""",""""
MAJ ABHIJEET SINGH,INDIA,22,5,2003,"SOUTH EAST
RIDGE","""",""""
SUBEDAR LALIT KUMAR NEGI,INDIA,22,5,2003,"SOUTH EAST
RIDGE","""",""""
HAVALDAR LAL SINGH THAPA,INDIA,22,5,2003,"SOUTH EAST
RIDGE","""",""""
HAVALDAR R. SINGH JALAL,INDIA,26,5,2003,S E RIDGE,"""",""""
HAVALDER TASHI GIAPO,INDIA,22,5,2003,S E RIDGE,"""",""""
L/NAYAK KUNWAR S. RAWAT,INDIA,22,5,2003,S E RIDGE,"""",""""
PASANG TENDI SHERPA,NEPAL,22,5,2003,S E RIDGE,"""",""""
NGAWANG JANGBOO SHERPA,NEPAL,22,5,2003,S E RIDGE,"""",""""
DENDI SHERPA,NEPAL,22,5,2003,S E RIDGE,"""",""""
PASANG SHERPA,NEPAL,22,5,2003,S E RIDGE,"""",""""
DAMAI CHHIRI SHERPA,NEPAL,22,5,2003,S E RIDGE,"""",""""
PAUL GIORGIO,USA,22,5,2003,S E RIDGE,"JUBILAEIUMS EXPD.
EVEREST 2003",Eckhard Schmitt
DA NURU SHERPA,NEPAL,22,5,2003,S E RIDGE,"""",""""
DR. EIKE HERBERT MROSEK,GERMANY,22,5,2003,S E RIDGE,"""",""""
THOMAS ZWAHLEN,SWITZERLAND,22,5,2003,S E RIDGE,"""",""""
CHRISTIAN ROSSEL,SWITZERLAND,22,5,2003,S E RIDGE,"""",""""
PEMBA CHOTI SHERPA,NEPAL,22,5,2003,S E RIDGE,"""",""""
LHAKPA TSHERI SHERPA,NEPAL,22,5,2003,S E RIDGE,"""",""""
LAKPA GELU SHERPA,NEPAL,22,5,2003,S E RIDGE,"""",""""
JANGBU SHERPA,NEPAL,22,5,2003,S E RIDGE,"""",""""
MINGMA TSHIRI SHEROA,NEPAL,22,5,2003,S E RIDGE,"""",""""
YUICHIRO MIURA,JAPAN,22,5,2003,S E RIDGE,"MIURA EVEREST 2003
EXP.",Yuichiro Miura
GOTA MIURA,JAPAN,22,5,2003,S E RIDGE,"""",""""
NORIYUKI MURAGUTCHI,JAPAN,22,5,2003,S E RIDGE,"""",""""
NORBU SHERPA,NEPAL,22,5,2003,S E RIDGE,"""",""""
CHHEWANG NIMA SHERPA,NEPAL,22,5,2003,S E RIDGE,"""",""""
PHUR GYALZEN SHERPA,NEPAL,22,5,2003,S E RIDGE,"""",""""
NIMA NURU SHERPA,NEPAL,22,5,2003,S E RIDGE,"""",""""
NGA TEMBA SHERPA,NEPAL,22,5,2003,S E RIDGE,"""",""""
PEMBA NORBU SHERPA,NEPAL,22,5,2003,S E RIDGE,"""",""""
JOHN EDWIN BAKER,UK,22,5,2003,S E RIDGE,"PEAK PROMO.
EVEREST 2003",Wongchu Sherpa
NIGMA TASHI SHERPA,NEPAL,22,5,2003,S E RIDGE,"""",""""
KAMI SHERPA,NEPAL,22,5,2003,S E RIDGE,"""",""""
DA CHHAMBA SHERPA,NEPAL,22,5,2003,S E RIDGE,"""",""""
THUKTEN DORJEE SHERPA,NEPAL,22,5,2003,S E RIDGE,TARRAGONA AI SOSTRE DEL MON EVEREST 2003,Jesus Elena Vera
RITA DORJEE SHERPA,NEPAL,26,5,2003,S E RIDGE,"""",""""
MINGMA DORJEE SHERPA,NEPAL,26,5,2003,S E RIDGE,"""",""""
KEVIN IRA VANN,USA,22,5,2003,S. E RIDGE,"TEAM EVEREST 2003
EXP.",Gary John Guller
GARRY JOHN GULLER,USA,23,5,2003,S. E RIDGE,"""",""""
NIM DAWA SHERPA,NEPAL,23,5,2003,S. E RIDGE,"""",""""
PEMA TENJI SHERPA,NEPAL,23,5,2003,S. E RIDGE,"""",""""
DA NIMA SHERPA,NEPAL,23,5,2003,S. E RIDGE,"""",""""
NAMGYA SHERPA,NEPAL,23,5,2003,S. E RIDGE,"""",""""
SEAN STEPHEN WISDALE,SOUTH AFRICA,30,5,2003,S. E RIDGE,"THE DISCOVERYMT.
EVEREST EXP.","Alexender Manuel
Harris"
ANG TSHERING SHERPA,NEPAL,22,5,2003,S. E RIDGE,"THE SOLO EVEREST EXPD.
TEAM","Ang Tsheing
Sherpa"
TARO TANIGAWA,JAPAN,22,5,2003,S. E RIDGE,"TOKYOUNIVERSITY OF
AGRICULTURE ALPINE CLUB
EVEREST/LHOTSE EXP.","Yasunari
Yamashita"
KOJI NAGAKUBO,JAPAN,22,5,2003,S. E RIDGE,"""",""""
. YUICHI YOSHIDA,JAPAN,22,5,2003,S. E RIDGE,"""",""""
TAKESHI YAMAMURI,JAPAN,22,5,2003,S. E RIDGE,"""",""""
KENTA HIROSE,JAPAN,22,5,2003,S. E RIDGE,"""",""""
PHURA TSHERING SHERPA,NEPAL,22,5,2003,S. E RIDGE,"""",""""
LHAKPA DORJE SHERPA,NEPAL,22,5,2003,S. E RIDGE,"""",""""
DA GELJE SHERPA,NEPAL,22,5,2003,S. E RIDGE,"""",""""
JANGBU SHERPA,NEPAL,15,5,2004,S. E RIDGE,"DISCOVERY CANADA
EVEREST EXP 2004","Benjamin M.
Webster"
MXIME JEAN,CANADA,16,5,2004,S. E RIDGE,"""",""""
CLAUDE ST-HILAIRE,CANADA,16,5,2004,S. E RIDGE,"""",""""
NGAWANG WANGCHU SHERPA,NEPAL,16,5,2004,S. E RIDGE,"""",""""
PASANG NURBU SHERPA,NEPAL,16,5,2004,S. E RIDGE,"""",""""
MARIO DUTIL,CANADA,16,5,2004,S. E RIDGE,"""",""""
THILE NURU SHERPA,NEPAL,16,5,2004,S. E RIDGE,"""",""""
CHONGBA NURBU SHERPA,NEPAL,16,5,2004,S. E RIDGE,"""",""""
HECTOR PONCE DE LEON GOMEZ,MEXICO,16,5,2004,S. E RIDGE,"""",""""
ANDREW JAMES LOCK,AUSTRALIA,16,5,2004,S. E RIDGE,"""",""""
LHAKPA GELU SHERPA,NEPAL,16,5,2004,S. E RIDGE,"""",""""
MINGMA TSHERI SHERPA,NEPAL,16,5,2004,S. E RIDGE,"""",""""
DAWA GYALJE SHERPA,NEPAL,16,5,2004,S. E RIDGE,"""",""""
GUILLERMO BENEGAS,USA,17,5,2004,S. E RIDGE,"""",""""
EUGENE ELWOOD REHFESLD,USA,17,5,2004,S. E RIDGE,"""",""""
MURRAY NEWMYER RICE,USA,17,5,2004,S. E RIDGE,"""",""""
MINGMAR TSHRING SHERPA,NEPAL,17,5,2004,S. E RIDGE,"""",""""
NGIMA WONGDIKI SHERPA,NEPAL,17,5,2004,S. E RIDGE,"""",""""
VERNON EDWARD TEZAS,USA,24,5,2004,S. E RIDGE,"AAI- EVEREST EXP.
2004","Vernon
Edward Tezas"
DAVID CHARLES MORTON,USA,24,5,2004,S. E RIDGE,"""",""""
BRITTON CONROY KEESHAN,USA,24,5,2004,S. E RIDGE,“,“
MS. MARY MILLS DAVIS,USA,24,5,2004,S. E RIDGE,"""",""""
JUSTIN ADAMS,USA,24,5,2004,S. E RIDGE,"""",""""
KEVIN SCOTT GRAHAM,USA,24,5,2004,S. E RIDGE,"""",""""
JEFFREY JOHN DOSSETT,CANADA,24,5,2004,S. E RIDGE,"""",""""
DONALD HOLTON HUNTER,CANADA,24,5,2004,S. E RIDGE,"""",""""
HARUHISA WATANABE,JAPAN,24,5,2004,S. E RIDGE,"""",""""
LAKPA RITA SHERPA,NEPAL,24,5,2004,S. E RIDGE,"""",""""
KAMI RITA SHERPA,NEPAL,24,5,2004,S. E RIDGE,"""",""""
NINGMA TSHIRI SHERPA,NEPAL,24,5,2004,S. E RIDGE,"""",""""
TSHIRRI SHERPA,NEPAL,24,5,2004,S. E RIDGE,"""",""""
ANG SONA SHERPA,NEPAL,24,5,2004,S. E RIDGE,"""",""""
TSHIRING DORJEE SHERPA,NEPAL,24,5,2004,S. E RIDGE,"""",""""
MINGMA DORJEE SHERPA,NEPAL,24,5,2004,S. E RIDGE,"""",""""
PEMBA RINJEE SHERPA,NEPAL,24,5,2004,S. E RIDGE,"""",""""
JUSTMAN JEFFREY,USA,24,5,2004,S. E RIDGE,INT'L EVEREST EXP 2004,Josu Feijoo
CRAIG DOUGLAS VAN HOY,USA,24,5,2004,S. E RIDGE,"""",""""
LHAKPA NURU SHERPA,NEPAL,24,5,2004,S. E RIDGE,"""",""""
TENDI SHERPA,NEPAL,24,5,2004,S. E RIDGE,"""",""""
DAWA SHERPA,NEPAL,24,5,2004,S. E RIDGE,"""",""""
NGAWANG DORJEE LAMA,NEPAL,24,5,2004,S. E RIDGE,"""",""""
FRANCISE BRIONGOS,SPAIN,17,5,2004,S. E RIDGE,"""",""""
JUAN DIEGO AMADOR,SPAIN,17,5,2004,"SOUTH EAST
RIDGE","INTERNATIONAL EVEREST
EXPEDITION 2004",Josu Feijoo
JUAN LLOPIS,SPAIN,17,5,2004,"SOUTH EAST
RIDGE","""",""""
JUAN ANGEL GOIKOETXEA,SPAIN,17,5,2004,"SOUTH EAST
RIDGE","""",""""
PEMBA NURU SHERPA,NEPAL,17,5,2004,"SOUTH EAST
RIDGE","""",""""
NIMA NURBU SHERPA,NEPAL,17,5,2004,"SOUTH EAST
RIDGE","""",""""
ANTHONY DONALD BALDY,AUSTRALIA,27,5,2004,"SOUTH EAST
RIDGE","ADVENTURE CONSULTANTS
EVEREST EXP. SPRING
2004","Luis Guillermo
Benitez"
SAMANTHA MARY-CLAIRE O'CARROLL,IRELAND,17,5,2004,"SOUTH EAST
RIDGE","""",""""
PHU TASHI SHERPA,NEPAL,27,5,2004,"SOUTH EAST
RIDGE","""",""""
ANG CHHULDIM SHERPA,NEPAL,17,5,2004,"SOUTH EAST
RIDGE","""",""""
JOHN KENNETH ROST,USA,17,5,2004,"SOUTH EAST
RIDGE","""",""""
LHAKPA THARKE SHERPA,NEPAL,17,5,2004,"SOUTH EAST
RIDGE","""",""""
LUIS GUILLERMO BENITEZ,USA,17,5,2004,"SOUTH EAST
RIDGE","""",""""
PASANG TENZING SHERPA,NEPAL,17,5,2004,"SOUTH EAST
RIDGE","""",""""
NURU GYALZEN SHERPA,NEPAL,17,5,2004,"SOUTH EAST
RIDGE","""",""""
CHARLES NICHOLAS M. BROOK,UK,24,5,2004,"SOUTH EAST
RIDGE","""",""""
PAUL ROBERT DEEGAN,UK,17,5,2004,"SOUTH EAST
RIDGE","""",""""
"MUHAMAD MUQHARABBIN BIN
MOKHTARRUDIN",MALAYSIA,16,5,2004,"SOUTH EAST
RIDGE","MALAYSIAN TEAM
(MARAUNIVERSITY OF
TECHNOLOGY)","Muhamad
Muqharabbin Bin
Mokhtarrudin"
AHMED REDUAN ROZALI,MALAYSIA,17,5,2004,"SOUTH EAST
RIDGE","""",""""
NGA TEMBA SHERPA,NEPAL,17,5,2004,"SOUTH EAST
RIDGE",“,“
PASANG RINJI SHERPA,NEPAL,16,5,2004,"SOUTH EAST
RIDGE","""",""""
DOMA CHHIRI SHERPA,NEPAL,17,5,2004,"SOUTH EAST
RIDGE","""",""""
RUPERT MICHAEL HEIDER,SWITZERLAND,17,5,2004,"SOUTH EAST
RIDGE","DREAM EVERST EXP.
2004",Robert Huygh
NAGA DORJEE SHERPA,NEPAL,17,5,2004,"SOUTH EAST
RIDGE","""",""""
PEMBA DORJI SHERPA,NEPAL,17,5,2004,"SOUTH EAST
RIDGE","""",""""
NURU WANGCHU SHERPA,NEPAL,17,5,2004,"SOUTH EAST
RIDGE","""",""""
ROBERT HUYGH,BELGIUM,17,5,2004,"SOUTH EAST
RIDGE","""",""""
WILLY TROCH,BELGIUM,17,5,2004,"SOUTH EAST
RIDGE","""",""""
NIKOLAOS MAGITSIS,GREECE,17,5,2004,"SOUTH EAST
RIDGE","""",""""
WILLIAM BERNARD ZACHARY,USA,17,5,2004,"SOUTH EAST
RIDGE","""",""""
APA SHERPA,NEPAL,17,5,2004,"SOUTH EAST
RIDGE","""",""""
PASANG TSHERING SHERPA,NEPAL,17,5,2004,"SOUTH EAST
RIDGE","""",""""
MINGMA SHERPA,NEPAL,17,5,2004,"SOUTH EAST
RIDGE","""",""""
JANGBU SHERPA,NEPAL,17,5,2004,"SOUTH EAST
RIDGE","""",""""
TSHERING THUNDU SHERPA,NEPAL,17,5,2004,S E RIDGE,"DREAM EVERST EXP.
2004",Robert Huygh
LHAKPA TSHERING SHERPA,NEPAL,17,5,2004,S E RIDGE,"""",""""
PASANG THARKE SHERPA,NEPAL,17,5,2004,S E RIDGE,"""",""""
PEMBA TSHERING SHERPA,NEPAL,17,5,2004,S E RIDGE,"""",""""
PAT FALVEY,IRELAND,18,5,2004,S E RIDGE,"""",""""
CLARE O'LEARY,IRELAND,18,5,2004,S E RIDGE,"""",""""
NANG CHHEMI SHERPA,NEPAL,18,5,2004,S E RIDGE,"""",""""
JANGBU SHERPA,NEPAL,18,5,2004,S E RIDGE,"""",""""
LAM BABU SHERPA,NEPAL,18,5,2004,S E RIDGE,"""",""""
PEMBA GELZA SHERPA,NEPAL,18,5,2004,S E RIDGE,"""",""""
NORIYUKI MURAGUCHI,JAPAN,24,5,2004,S E RIDGE,"""",""""
FURBA SHERPA,NEPAL,24,5,2004,S E RIDGE,"""",""""
THURKTEN DORJI SHERPA,NEPAL,24,5,2004,S E RIDGE,"""",""""
ANDRONICO LUKSIC CRAIG,CHILE,15,5,2004,S E RIDGE,"CHILEAN MT.EVEREST
2004 EXP.","Rodrigo Herman J.
Fuchs"
ENESTO OLIVARES MIRANDA,CHILE,15,5,2004,S E RIDGE,"""",""""
MISAEL ALVIAL CID,CHILE,15,5,2004,S E RIDGE,"""",""""
EUGENIO LUIS G. LETELIER,CHILE,15,5,2004,S E RIDGE,"""",""""
MS. ANABELLE BOND,UK,15,5,2004,S E RIDGE,"""",""""
PALDEN NAMGYE SHERPA,NEPAL,15,5,2004,S E RIDGE,"""",""""
LHAKPA RITA SHERPA,NEPAL,15,5,2004,S E RIDGE,"""",""""
PHU TASHI SHERPA,NEPAL,15,5,2004,S E RIDGE,"""",""""
LHAKPA NURU SHERPA,NEPAL,15,5,2004,S E RIDGE,"""",""""
GEORGIOS VOUTIROPOULOS,GREECE,16,5,2004,S E RIDGE,"GREEK NATIONAL
EVEREST EXPEDITION","Panagiotis
Kotonas"
PEMA TSHIRING SHERPA,NEPAL,16,5,2004,S E RIDGE,"""",""""
PANAGIOTIS KOTRONAROS,GREECE,16,5,2004,S E RIDGE,"""",""""
ANTONIOS ANTONOPOULOS,GREECE,16,5,2004,S E RIDGE,"""",""""
MIKE STYLLAS,GREECE,16,5,2004,S E RIDGE,“,“
NGAWANG PASANG SHERPA,NEPAL,16,5,2004,S E RIDGE,"""",""""
TSHERING TASHI SHERPA,NEPAL,16,5,2004,S E RIDGE,"GREEK NATIONAL
EVEREST EXPD.","Panagiotis
Kotonas"
TASHI LAKPA SHERPA,NEPAL,16,5,2004,S E RIDGE,"""",""""
MINGMA SHERPA,NEPAL,16,5,2004,S E RIDGE,"""",""""
PAVLOS TSIANTOS,GREECE,16,5,2004,S E RIDGE,"""",""""
DANIEL BARTER,USA,15,5,2004,S E RIDGE,IMG 2004 EVEREST EXP.,Mark Tucker
RAUNO HOGLIN,CANADA,15,5,2004,S E RIDGE,"""",""""
BRIEN SHEDDY,USA,15,5,2004,S E RIDGE,"""",""""
JASON TANGUAY,USA,15,5,2004,S E RIDGE,"""",""""
KEVIN FLYNN,USA,15,5,2004,S E RIDGE,"""",""""
KARMA RITA SHERPA,NEPAL,15,5,2004,S E RIDGE,"""",""""
MINGMA TSHERING SHERPA,NEPAL,15,5,2004,S E RIDGE,"""",""""
SUNG BO SHIM,SOUTH KOREA,16,5,2004,S E RIDGE,"2004 INHAUNIVERSITY
JOYFUL EXP TO MOUNT
EVEREST",Byung tai Chun
THILEN SHERPA,NEPAL,15,5,2004,S E RIDGE,"""",""""
BYUNG TAI CHU,SOUTH KOREA,15,5,2004,S E RIDGE,"""",""""
DAWA NURBU SHERPA,NEPAL,15,5,2004,S E RIDGE,"""",""""
DAWA ONGJU SHERPA,NEPAL,15,5,2004,S E RIDGE,"""",""""
PEME SHERPA,NEPAL,15,5,2004,S E RIDGE,"""",""""
VICTOR ANTHONY SAUNDERS,UK,24,5,2004,S E RIDGE,"HIMALAYAN GUIDES
EVEREST EXP 2004","Mrs. Susan R.T.
Todd"
OLIVER JAMES BURR,UK,24,5,2004,S E RIDGE,"""",""""
NIMA THUNDU SHERPA,NEPAL,24,5,2004,S E RIDGE,"""",""""
PEMA TSHIRING SHERPA,NEPAL,24,5,2004,S E RIDGE,"""",""""
GIRMI DORJEE SHERPA,NEPAL,24,5,2004,S E RIDGE,"""",""""
PEMA NURBU SHERPA,NEPAL,24,5,2004,S E RIDGE,"""",""""
CLIVE BRUCE JONES,NEW ZEALAND,15,5,2004,S E RIDGE,"""",""""
KENTON EDWARD COOL,UK,15,5,2004,S E RIDGE,"""",""""
PEMA TSHIRING SHERPA,NEPAL,15,5,2004,S E RIDGE,"""",""""
PEMA NURBU SHERPA,NEPAL,15,5,2004,S E RIDGE,"HIMALAYAN GUIDES
EVEREST EXP 2004","Mrs. Susan R.T.
Todd"
MRS. SUSAN R.T TODD,UK,16,5,2004,S E RIDGE,"""",""""
MS VICTORIA JACK,UK,16,5,2004,S E RIDGE,"""",""""
ROBERT VINCENT JEN,USA,16,5,2004,S E RIDGE,"""",""""
IAN EDWARD ATKINS,UK,16,5,2004,S E RIDGE,"""",""""
PASANG DAWA SHERPA,NEPAL,16,5,2004,S E RIDGE,"""",""""
PASANG NURU SHERPA,NEPAL,16,5,2004,S E RIDGE,"""",""""
PASANG CHHIRI SHERPA,NEPAL,16,5,2004,S E RIDGE,"""",""""
